,country,site_id,site_name,year_est,lfp,priority,included
24966,South Africa,AIZAF292,isimangaliso marine protected area - dog point restricted zone,2019,,,South Africa
24961,South Africa,AIZAF289,isimangaliso marine protected area - first rocks controlled catch and release zone,2019,,,South Africa
24975,South Africa,AIZAF298,isimangaliso marine protected area - isimangaliso inshore wilderness zone,2019,,,South Africa
24979,South Africa,AIZAF299,isimangaliso marine protected area - isimangaliso offshore controlled pelagic linefish zone north,2019,,,South Africa
20231,Jamaica,AIJM29,portland bight protected area,,,,#N/A
20253,Jamaica,AIJM3,bogue islands lagoon special fishery conservation area,,,,#N/A
20254,Jamaica,AIJM30,salt harbour special fishery conservation area,,,,#N/A
24989,South Africa,AIZAF300,isimangaliso marine protected area - isimangaliso offshore controlled pelagic linefish zone south,2019,,,South Africa
24999,South Africa,AIZAF301,isimangaliso marine protected area - isimangaliso offshore restricted zone north,2019,,,South Africa
20259,Jamaica,AIJM38,bluefields bay special fishery conservation area,,,,#N/A
25007,South Africa,AIZAF304,isimangaliso marine protected area - isimangaliso offshore wilderness zone,2019,,,South Africa
20263,Jamaica,AIJM5,three bays special fishery conservation area,,,,#N/A
20265,Jamaica,AIJM6,discovery bay special fishery conservation area,,,,#N/A
20266,Jamaica,AIJM7,"galleon, st elizabeth special fishery conservation area",,,,#N/A
20268,Jamaica,AIJM8,galleon harbour fishery conservation area,,,,#N/A
20270,Jamaica,AIJM9,montego bay marine park,,,,#N/A
20272,Kenya,AIKEN14,malindi marine national park,,,,#N/A
20273,Kenya,AIKEN19,malindi marine national reserve,,,,#N/A
20278,Kenya,AIKEN23,watamu marine national park,,,,#N/A
20281,Kenya,AIKEN28,watamu national marine reserve,,,,#N/A
20282,Kenya,AIKEN31,mpunguti marine reserve,,,,#N/A
20286,Kenya,AIKEN38,kisite marine park,,,,#N/A
20289,Kenya,AIKEN7,diani chale marine reserve,,,,#N/A
20293,Kenya,AIKEN9,kiunga marine national reserve,,,,#N/A
24925,South Africa,AIZAF277,isimangaliso marine protected area - kosi controlled zone,2019,,,South Africa
24964,South Africa,AIZAF290,isimangaliso marine protected area - kosi restricted zone,2019,,,South Africa
20311,South Korea,AIKOR12,jin island mud flat protected wetland,,,,#N/A
20312,South Korea,AIKOR13,jo island protected marine area,,,,#N/A
20314,South Korea,AIKOR14,masan bay bongam mud flat protected wetland,,,,#N/A
20315,South Korea,AIKOR15,moon island protected marine area,,,,#N/A
24968,South Africa,AIZAF293,isimangaliso marine protected area - lala nek restricted zone,2019,,,South Africa
20321,South Korea,AIKOR17,namhyungje island protected marine area,,,,#N/A
20322,South Korea,AIKOR18,namoo island protected marine area,,,,#N/A
24955,South Africa,AIZAF286,isimangaliso marine protected area - leven controlled catch and release zone,2019,,,South Africa
20329,South Korea,AIKOR20,oryuk island sea area protected marine area,,,,#N/A
20330,South Korea,AIKOR21,rabbit island sea area protected marine area,,,,#N/A
24951,South Africa,AIZAF284,isimangaliso marine protected area - lighthouse controlled zone,2019,,,South Africa
20337,South Korea,AIKOR24,sinan mud flat protected wetland,,,,#N/A
20366,South Korea,AIKOR25,sohwa island protected marine area,,,,#N/A
20367,South Korea,AIKOR26,sinduri sand dunes marine reserve,,,,#N/A
20368,South Korea,AIKOR27,sohwang sand dune protected area,,,,#N/A
24941,South Africa,AIZAF280,isimangaliso marine protected area - mabibi controlled zone,2019,,,South Africa
24959,South Africa,AIZAF288,isimangaliso marine protected area - mission rocks controlled catch and release zone,2019,,,South Africa
24971,South Africa,AIZAF295,isimangaliso marine protected area - msiki restricted zone,2019,,,South Africa
20377,South Korea,AIKOR30,ulleung island protected marine area,,,,#N/A
24969,South Africa,AIZAF294,isimangaliso marine protected area - nine mile restricted zone,2019,,,South Africa
20385,South Korea,AIKOR5,cheongsan island sea area protected marine area,,,,#N/A
20389,South Korea,AIKOR6,chooja island sea area protected marine area,,,,#N/A
20390,South Korea,AIKOR7,daebu island mud flat protected wetland,,,,#N/A
20391,South Korea,AIKOR8,daeijak island ecosystem conservation area,,,,#N/A
20394,South Korea,AIKOR9,gageo island protected marine area,,,,#N/A
20397,Cayman Islands,AIKY11,east end replenishment zone,,,,#N/A
20398,Cayman Islands,AIKY14,dick sessingers bay - beach point marine park,,,,#N/A
20399,Cayman Islands,AIKY15,frank sound replenishment zone,,,,#N/A
20401,Cayman Islands,AIKY18,barkers replenishment zone,,,,#N/A
20403,Cayman Islands,AIKY19,jennifer bay - deep well marine park,,,,#N/A
20404,Cayman Islands,AIKY22,environmental zone,,,,#N/A
20405,Cayman Islands,AIKY23,mary's bay - east point replenishment zone,,,,#N/A
20406,Cayman Islands,AIKY25,no dive zone east,,,,#N/A
20407,Cayman Islands,AIKY26,no dive zone west,,,,#N/A
20408,Cayman Islands,AIKY27,north sound replenishment zone,,,,#N/A
20411,Cayman Islands,AIKY28,west bay bight marine park,,,,#N/A
20413,Cayman Islands,AIKY29,george town marine park,1986,4,High,#N/A
20415,Cayman Islands,AIKY30,preston bay marine park,,,,#N/A
20416,Cayman Islands,AIKY31,sand bluff replenishment zone,,,,#N/A
20417,Cayman Islands,AIKY32,dennis point replenishment zone,,,,#N/A
20418,Cayman Islands,AIKY33,white bay marine park,,,,#N/A
20420,Cayman Islands,AIKY34,south hole sound replenishment zone,,,,#N/A
20422,Cayman Islands,AIKY35,south sound replenishment zone,,,,#N/A
20423,Cayman Islands,AIKY36,spanish bay marine park,,,,#N/A
20424,Cayman Islands,AIKY37,spott bay replenishment zone,,,,#N/A
20425,Cayman Islands,AIKY38,spotter bay replenishment zone,,,,#N/A
20427,Cayman Islands,AIKY39,pageant beach replenishment zone,,,,#N/A
20428,Cayman Islands,AIKY40,seven mile beach marine park,,,,#N/A
20429,Cayman Islands,AIKY41,west bay replenishment zone,,,,#N/A
20431,Cayman Islands,AIKY42,sandbar prohibited scuba diving zone,,,,#N/A
20432,Cayman Islands,AIKY5,spotts bay replenishment zone,,,,#N/A
20433,Cayman Islands,AIKY6,bloody bay marine park,1986,4,High,#N/A
20435,Cayman Islands,AIKY8,rum point marine park,,,,#N/A
20436,Lebanon,AILBN3,palm islands,,,,#N/A
24973,South Africa,AIZAF296,isimangaliso marine protected area - perriers restricted zone,2019,,,South Africa
20440,Saint Lucia,AILC14,maria islands nature reserve,,,,#N/A
20441,Saint Lucia,AILC3,point sable environmental protection area,,,,#N/A
20443,Saint Lucia,AILC33,point sable environmental protection area - the maria islet reef marine reserve,,,,#N/A
20444,Saint Lucia,AILC34,moule-a-chique marine reserve,,,,#N/A
20445,Saint Lucia,AILC35,ceasar-mathurin marine reserve,,,,#N/A
24974,South Africa,AIZAF297,isimangaliso marine protected area - railway ledges restricted zone,2019,,,South Africa
24965,South Africa,AIZAF291,isimangaliso marine protected area - saxon restricted zone,2019,,,South Africa
24943,South Africa,AIZAF281,isimangaliso marine protected area - sodwana controlled zone,2019,,,South Africa
20470,Lithuania,AILTU10,zambia plateau biosphere,,,,#N/A
25004,South Africa,AIZAF303,isimangaliso marine protected area - sodwana diving restricted zone,2019,,,South Africa
24949,South Africa,AIZAF283,isimangaliso marine protected area - st lucia controlled zone,2019,,,South Africa
20182,Italy,AIITA721_A,scogli di isca,,,,Italy
20181,Italy,AIITA721a,scogli di isca - zone a integral reserve,,,,Italy
20183,Italy,AIITA721b,scogli di isca - zone b general reserve,,,,Italy
20184,Italy,AIITA721c,scogli di isca - zone c partial reserve,,,,Italy
19814,Italy,AIITA363,secche della meloria - zone a,,,,Italy
20533,Latvia,AILVA37,krauju akmeņu saliņa,,,,#N/A
19816,Italy,AIITA364,secche della meloria - zone b,,,,Italy
20544,Latvia,AILVA42,svētciema akmeņu saliņa,,,,#N/A
20545,Latvia,AILVA43,nidas pludmale,,,,#N/A
20547,Latvia,AILVA45,strantes-ulmales stāvkrasts,,,,#N/A
20548,Latvia,AILVA46,veczemju klintis,,,,#N/A
20549,Latvia,AILVA48,ziemeļvidzemes biosfēras rezervāts biosphere reserve,,,,#N/A
19818,Italy,AIITA365,secche della meloria - zone c,,,,Italy
20156,Italy,AIITA560,torre del cerrano - area marina protetta torre del cerrano - zone b,,,,Italy
20158,Italy,AIITA561,torre del cerrano - area marina protetta torre del cerrano - zone c,,,,Italy
20162,Italy,AIITA562,torre del cerrano - area marina protetta torre del cerrano - zone d,,,,Italy
20046,Italy,AIITA460,torre guaceto,,,,Italy
20674,Morocco,AIMAR11,al-hoceima national park,2004,1,High,#N/A
20680,Madagascar,AIMDG10,masoala national park,,,,#N/A
20695,Madagascar,AIMDG13,nosy hara national park,,,,#N/A
20723,Madagascar,AIMDG25,sahamalaza iles radama national park,,,,#N/A
20745,Madagascar,AIMDG31,velondriake,,,,#N/A
20758,Madagascar,AIMDG5,kirindy mite national park,,,,#N/A
20776,Madagascar,AIMDG7,lokobe national park,,,,#N/A
20049,Italy,AIITA461,torre guaceto - zone a - integral reserve,,,,Italy
20052,Italy,AIITA463,torre guaceto - zone b - general reserve,,,,Italy
20053,Italy,AIITA464,torre guaceto - zone c - partial reserve,,,,Italy
19657,Italy,AIITA12,tratto di mare ad est del promontorio di punta giglio,,,,Italy
20179,Italy,AIITA72,tratto di mare antistante il capo carbonara e circostante isola dei cavoli,,,,Italy
20185,Italy,AIITA73,tratto di mare antistante la costa di punta molentis e di punta porceddus,,,,Italy
20186,Italy,AIITA74,tratto di mare antistante la costa nord-occidentale de i variglioni di isola di isola di serpentara,,,,Italy
20189,Italy,AIITA75,tratto di mare antistante la costa sud-occidentale e orientale di isola di serpentara,,,,Italy
19668,Italy,AIITA134,"tratto di mare antistante torre del sevo, comprendendo le isole di is caogheddas e punta maimoni, per una distanza di circa 1.000 metri dalla costa",,,,Italy
20191,Italy,AIITA76,tratto di mare circostante i variglioni di isola dei cavoli,,,,Italy
20192,Italy,AIITA77,tratto di mare circostante la secca de is piscadeddus,,,,Italy
20193,Italy,AIITA78,tratto di mare circostante la secca di berni,,,,Italy
20194,Italy,AIITA79,tratto di mare circostante la secca di libeccio e la secca di mezzo,,,,Italy
20195,Italy,AIITA80,tratto di mare circostante la secca di s. caterina,,,,Italy
20802,Mexico,AIMEX114,huatulco national park,,,,#N/A
20196,Italy,AIITA81,tratto di mare circostante la zona a della secca de is piscadeddus,,,,Italy
20197,Italy,AIITA82,tratto di mare circostante la zona a della secca di s. caterina,,,,Italy
19753,Italy,AIITA24,tratto di mare compreso tra punta dello scorno e punta del porco,,,,Italy
19755,Italy,AIITA25,tratto di mare compreso tra punta l'arroccu e punta galetta,,,,Italy
19756,Italy,AIITA26,tratto di mare compreso tra punta pedra bianca e punta agnadda,,,,Italy
20815,Mexico,AIMEX120,isla contoy national pak,,,,#N/A
19658,Italy,AIITA13,tratto di mare di isola piana a ovest,,,,Italy
19671,Italy,AIITA135,"tratto di mare nord e sud-occidentale dell'isola di mal di ventre, tutt'intorno la zona a, ricompreso tra la congiungente l'estrema punta nord dell'isola e lo scoglio del faro vecchio e il meridiano passante per l'estrema punta a sud di cala dei pastori",,,,Italy
19675,Italy,AIITA136,"tratto di mare nord-occidentale dell'isola di mal di ventre, a partire dalla punta a ovest di cala maestra",,,,Italy
19757,Italy,AIITA27,tratto di mare occidentale e orientale dell'isola dell'asinara compreso tra punta salippi e punta barbarossa,,,,Italy
19677,Italy,AIITA137,tratto di mare tutto intorno lo scoglio del catalano,,,,Italy
20165,Italy,AIITA629,valle cavanata e banco mula di muggia,,,,Italy
20833,Mexico,AIMEX121,isla guadalupe biosphere reserve,,,,#N/A
19678,Italy,AIITA14,zona occidentale di porto conte da punta delle gessiere a punta del bollo,,,,Italy
19682,Italy,AIITA15,zona orientale di porto conte compresa tra la punta del cerchio e capo galera,,,,Italy
20032,Italy,AIITA441,zone a - area naturale marina protetta portofino,,,,Italy
20033,Italy,AIITA442,zone b - area naturale marina protetta portofino,,,,Italy
20854,Mexico,AIMEX123,isla isabel national park,,,,#N/A
20036,Italy,AIITA443,zone c - area naturale marina protetta portofino,,,,Italy
20261,Jamaica,AIJM45,east portland special fishery conservation area,,,,Jamaica
20857,Mexico,AIMEX124,isla san pedro mártir,,,,#N/A
20198,Jamaica,AIJM14,montego bay point special fishery conservation area,,,,Jamaica
20216,Jamaica,AIJM24,palisadoes protected area,,,,Jamaica
20224,Jamaica,AIJM26,palisadoes protected area - conservation zones,,,,Jamaica
20861,Mexico,AIMEX126,"islas la pajarera, cocinas, mamut, colorada, san pedro, san agustín, san andrés y negrita y los islotes los anegados, novillas, mosca y submarino",,,,#N/A
20230,Jamaica,AIJM28,palisadoes protected area - core heritage special purpose zone,,,,Jamaica
20220,Jamaica,AIJM25,palisadoes protected area - multiple use zone,,,,Jamaica
20868,Mexico,AIMEX139,sistema arrecifal lobos-tuxpan,,,,#N/A
20228,Jamaica,AIJM27,palisadoes protected area - restricted use zone,,,,Jamaica
20255,Jamaica,AIJM31,sandals boscobel special fishery conservation area,,,,Jamaica
20256,Jamaica,AIJM32,sandals whitehouse bay special fishery conservation area,,,,Jamaica
20524,Latvia,AILVA3,ainazi-salacgriva,2010,,,Latvia
20534,Latvia,AILVA4,akmensrags,2010,,,Latvia
20903,Mexico,AIMEX140,tiburón ballena biosphere reserve,,,,#N/A
20521,Latvia,AILVA11b,bernati nature park,1999,,,Latvia
20560,Latvia,AILVA5,irbes saurums,2010,,,Latvia
20607,Latvia,AILVA6,nida-perkone,2010,,,Latvia
20634,Latvia,AILVA9,rigas lica rietumu piekraste,2010,,,Latvia
20618,Latvia,AILVA7,selga uz rietumiem no tujas,2010,,,Latvia
20529,Latvia,AILVA30,uzava,1999,,,Latvia
20632,Latvia,AILVA8,vitrupe-tuja,2010,,,Latvia
20438,Lebanon,AILBN6,tyre coast,1998,,,Lebanon
21028,Mexico,AIMEX144,arrecifes de sian ka'an,,,,#N/A
20493,Lithuania,AILTU8,baltic sea biosphere,2013,,,Lithuania
20506,Lithuania,AILTU9,klaipėdos–ventspilio biosphere,2015,,,Lithuania
20482,Lithuania,AILTU7,kursiu marios biosphere,2009,,,Lithuania
20475,Lithuania,AILTU6,state baltic sea marine reserve,2005,,,Lithuania
23316,Malaysia,AIMYS14,miri coral reef,2007,,,Malaysia
23312,Malaysia,AIMYS105,pulau seri buat and pulau sembilang marine parks,1994,,,Malaysia
21086,Mexico,AIMEX148,cabo pulmo - sp1 core zone,1995,5,High,#N/A
21088,Mexico,AIMEX149,arrecife alacranes,,,,#N/A
23326,Malaysia,AIMYS15,sibuti coral reef,2007,,,Malaysia
23305,Mauritius,AIMUS4,anse aux anglais marine reserve,,,,Mauritius
23306,Mauritius,AIMUS5,grand bassin marine reserve,,,,Mauritius
23307,Mauritius,AIMUS6,passe demie marine reserve,,,,Mauritius
21129,Mexico,AIMEX152,bahía de loreto,,,,#N/A
23311,Mauritius,AIMUS7,riviere banane marine reserve,,,,Mauritius
21445,Mexico,AIMEX18,40 cañones,,,,Mexico
21263,Mexico,AIMEX16,anegado de chal,,,,Mexico
22965,Mexico,AIMEX59o,archipelago of revillagigedo - isla clarion buffer zone - naval sector traditional use,,,,Mexico
22941,Mexico,AIMEX59f,archipelago of revillagigedo - isla clarion core zone - investigation restricted use subzone,,,,Mexico
22962,Mexico,AIMEX59k,archipelago of revillagigedo - isla clarion marine core zone - tourism restricted use subzone,,,,Mexico
21214,Mexico,AIMEX155,cabo san lucas,,,,#N/A
22936,Mexico,AIMEX59d,archipelago of revillagigedo - isla roca partida core zone - investigation restricted use subzone,,,,Mexico
22956,Mexico,AIMEX59i,archipelago of revillagigedo - isla roca partida marine core zone - tourism restricted use subzone,,,,Mexico
22934,Mexico,AIMEX59c,archipelago of revillagigedo - isla san benedicto core zone - investigation restricted use subzone,,,,Mexico
22954,Mexico,AIMEX59h,archipelago of revillagigedo - isla san benedicto marine core zone - tourism restricted use subzone,,,,Mexico
22964,Mexico,AIMEX59n,archipelago of revillagigedo - isla socorro buffer zone - naval sector traditional use,,,,Mexico
22937,Mexico,AIMEX59e,archipelago of revillagigedo - isla socorro core zone - investigation restricted use subzone,,,,Mexico
